Aleja Waszyngtona,Kopiec Kościuszki
Zarzecze,Bronowice Małe
Czarnowiejska,Plac Inwalidów
Wrząsowice III,Wrząsowice Kowaleca
Wodociągi,Bielany Klasztor
Malborska,Sułkowskiego
Karowa,Dymarek
Kobierzyn,Babińskiego
Czarnowiejska,Miasteczko Studenckie AGH
Koksochemia,Pleszów
Piaszczysta,Białoprądnicka
Dworzec Główny Tunel,Politechnika
Uniwersytet Jagielloński,Cracovia Błonia
Nowy Kleparz,Cmentarz Rakowicki Zachód
Bibice Pętla,Marszowiec
Kryspinów Zalew,Kryspinów
Os.Na Stoku Szkoła,Leszka Białego
Barbary,Mała Góra
Pychowice,Park  Skały Twardowskiego 
Ostafina,Resztówka
Rzeszotary Szkoła,Rzeszotary Trafo
Rondo Mogilskie,Rondo Grzegórzeckie
Węgrzce Centrum,Węgrzce Błonie
Dunikowskiego,Kleeberga
Wola Batorska  Kościół,Wola Batorska  Żwirownia
Trojadyn Skrzyżowanie,Trojadyn
Głowackiego,Uniwersytet Pedagogiczny
Meksyk,Koksochemia
Maszyce II,Grębynice Mogiełki
Sidzina,Tretówka
Skawina  Elektrownia,Skawina  Piłsudskiego
Stara Wola,Baba Jaga
DH Wanda,Rondo Kocmyrzowskie
Michałowice Komora,Michałowice
Fort Bodzów,Kostrze Szkoła
Mydlniki PKP,Zakliki
Wola Duchacka,Sułkowskiego
Kaczorówka,Gospodarska
Bielańskie Skały,Na Krępaku
Komuny Paryskiej,Zawiła
Lubicz,Rondo Mogilskie
Mników Sklep,Droga do Kaszowa
Rudawa Kościół,Rudawa PKP
Jana Kazimierza,Leszka Białego
Dąbrówki,Dąbrówki I
Prokocim Cmentarz,Bieżanów Trafo
Lublańska,Olsza II
Plac Inwalidów,Grottgera
Witkowice Nowe,Witkowice
Liszki Krzyżówka,Kaszów Łysa Góra
Chałupki Górne,Branice Ośrodek Zdrowia
Chrosna,Chrosna Studnia
Wyźrał I,Rączna Dzikowiec
Kosmowskiej,Rzepichy
Sielanka,Park Decjusza
Bolechowice I,Zielona
Kenara,Wróblowice Cmentarz
Żerkowice Skrzyżowanie,Krasieniec Stary
Judyma,Góra Borkowska
Wieliczka Park,Wieliczka Kopalnia Soli
Klimeckiego,Kuklińskiego
Wysiołek Luborzycki,Luborzyca
Kąpielowa,Wilga
Dworzec Główny Tunel,Rondo Mogilskie
Azory,Makowskiego
Droga do Janowic,Rzeszotary Panciawa
Teatr Bagatela,Basztowa LOT
Czernichów II,Ratanice
Pszona,Rondo Młyńskie
Wolica I,Wolica II
Zakliki,Mydlniki
Czulice I,Wróżenicka
Bonarka,Kamieńskiego
Mogilany Rynek,Mogilany Cicha
Prądnik Biały,Pachońskiego
Bieżanów Granica Miasta,Czarnochowice I
Niepołomice Rynek,Niepołomice Batorego
Poronińska,Myślenicka
UR Balicka,Mydlniki PKP
Rzeszotary Górne,Rzeszotary Polanki
Instytut Reumatologii,Przegon
Pilotów,Rondo Młyńskie
Cmentarz Rakowicki Zachód,Politechnika
Miasteczko Studenckie AGH,Przybyszewskiego
Rzemieślnicza,Rondo Matecznego
Dąbrowa Szlachecka,Dąbrowa Szlachecka Krzemiennik
Bora-Komorowskiego,Olsza II
Os.Na Lotnisku,Os.Kościuszkowskie
Siwka,Na Załęczu Szkoła
ZOO,Baba Jaga
Wyciąże Sklep,Wyciąże II
Urzędnicza,Plac Inwalidów
Skawina Zachodnia,Skawina  Elektrownia
Ks.Łaczka,Bieżanów Drożdżownia PKP
Krzęcin Częsna,Krzęcin Kapliczka
Aleja 29 Listopada,Kuźnicy Kołłątajowskiej
Zakład Przeróbki,Szymańskiego
Barwna,Węgrzynowice Dół
Mogilany Włosań,Mogilany Wiadukt
Wielicka,Kosocicka
Prusy WSR,Sulechów
Polanka Hallera Dwór,Grabie Polanka
Branice I,Droga do Pleszowa
Halszki,Stojałowskiego
Struga,Orkana
Wieliczka Kościół,Wieliczka Cmentarz
Droga do Pleszowa,Branice I
Owczary I,Owczary
Gwarecka,Suchy Jar
Zawiła,Komuny Paryskiej
Garliczka Chochół,Owczary Górna
Świątniki I,Wrząsowice III
Kopanka Szkoła,Skawina Robotnicza
Balice Instytut,Winna Góra
Przeginia Duchowna,Czułówek
Zarzecze,Bronowice Wiadukt
Niepołomice Kątek,Niepołomice Pasternik
Wola Radziszowska Łęg,Wola Radziszowska Mała Ostra Góra
Bujaka,Halszki
Korona,Plac Bohaterów Getta
